Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
B_2_35_2	B_2_35_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31598370.0	0.0	36-150	56.0	34.2206970091553	146.1819220421813	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_36_1	B_2_36_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32410474.0	0.0	36-150	55.0	29.45531227039522	146.66649154838032	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_36_2	B_2_36_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32410474.0	0.0	36-150	55.0	27.58527166305639	146.6098274897183	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_38_1	B_2_38_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35012822.0	0.0	36-150	55.0	29.344248638332754	145.45350086319806	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_38_2	B_2_38_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35012822.0	0.0	36-150	56.0	29.9385048574501	145.50060126544497	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_39_1	B_2_39_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33146548.0	0.0	36-150	51.0	25.14955409255514	145.9187417344334	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_39_2	B_2_39_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33146548.0	0.0	36-150	52.0	25.42393714104218	145.78934304109134	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
B_2_3_1	B_2_3_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34891038.0	0.0	36-150	55.0	34.28247482142998	146.65278728595004	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_3_2	B_2_3_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34891038.0	0.0	36-150	55.0	33.33450442714315	146.29676308282947	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_40_1	B_2_40_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37674152.0	0.0	36-150	55.0	35.939825046495244	145.81959609867263	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_40_2	B_2_40_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37674152.0	0.0	36-150	55.0	34.60933095696498	146.3956435170724	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_41_1	B_2_41_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28981566.0	0.0	36-150	56.0	39.34626321586838	146.193289072095	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_41_2	B_2_41_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28981566.0	0.0	36-150	56.0	38.3120390133801	146.3327202884758	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_42_1	B_2_42_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39063803.0	0.0	36-150	55.0	35.06509390421937	146.12107487332966	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_42_2	B_2_42_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39063803.0	0.0	36-150	56.0	33.450283177966114	146.31436322264886	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_4_1	B_2_4_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30871701.0	0.0	36-150	54.0	32.7679682948772	146.74742622701612	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
B_2_4_2	B_2_4_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30871701.0	0.0	36-150	55.0	32.00622337396869	146.30012985031178	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_5_1	B_2_5_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41387370.0	0.0	36-150	55.0	29.749153909778787	146.68773007320831	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_5_2	B_2_5_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41387370.0	0.0	36-150	55.0	29.01255311151806	145.9597336578768	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_6_1	B_2_6_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40252272.0	0.0	36-150	55.0	30.556810763589887	146.6823540544494	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_6_2	B_2_6_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40252272.0	0.0	36-150	55.0	29.970356972170027	145.72767176968296	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_8_1	B_2_8_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37101013.0	0.0	36-150	55.0	33.12515248806044	146.40164318424405	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_8_2	B_2_8_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37101013.0	0.0	36-150	56.0	31.939829344692853	146.16227360153212	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_9_1	B_2_9_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36812535.0	0.0	36-150	55.0	31.68857086877483	146.78775762114725	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
B_2_9_2	B_2_9_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36812535.0	0.0	36-150	56.0	30.825591303448576	145.90790528280652	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
