Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
B_3_33_1	64.25355725750882	56.0	147.10829085382522	18.181818181818183	34899180.0
B_3_33_2	69.20795975497221	56.0	147.6143021985044	9.090909090909092	34899180.0
B_3_34_1	65.94187174305844	55.0	147.23883646266822	18.181818181818183	38581521.0
B_3_34_2	71.34438592184291	55.0	147.67902838770922	9.090909090909092	38581521.0
B_3_35_1	65.54605123713975	55.0	147.44565672276173	18.181818181818183	36076974.0
B_3_35_2	70.32140542334442	55.0	147.65365437799744	9.090909090909092	36076974.0
B_3_36_1	64.61418896692243	55.0	146.99435379789188	18.181818181818183	37846325.0
B_3_36_2	69.85028081950597	56.0	147.7166754235715	9.090909090909092	37846325.0
B_3_38_1	60.43631677342828	54.0	145.29913931909175	9.090909090909092	32056712.0
B_3_38_2	61.247802830785446	55.0	145.97198324644148	9.090909090909092	32056712.0
B_3_39_1	62.889777224199136	55.0	147.25513595224623	18.181818181818183	41602071.0
B_3_39_2	67.79319203508001	55.0	147.49652309376617	9.090909090909092	41602071.0
B_3_3_1	65.20333951454572	55.0	146.35061040285248	9.090909090909092	30947185.0
B_3_3_2	66.6679130221437	55.0	146.44653815847872	9.090909090909092	30947185.0
B_3_40_1	62.2415029028829	55.0	147.1612138122668	18.181818181818183	41541943.0
B_3_40_2	67.46250236360477	56.0	147.58336325289358	9.090909090909092	41541943.0
B_3_41_1	64.26747689519505	55.0	147.20446699535145	18.181818181818183	41215982.0
B_3_41_2	69.31297309128938	55.0	147.3757229416492	9.090909090909092	41215982.0
B_3_42_1	66.0461259303131	55.0	147.21485127534953	18.181818181818183	49236189.0
B_3_42_2	71.97941058511101	56.0	147.7687314304525	9.090909090909092	49236189.0
B_3_4_1	67.88649213669599	55.0	146.2740313507589	9.090909090909092	35341792.0
B_3_4_2	68.99462175355521	55.0	146.10704570385113	9.090909090909092	35341792.0
B_3_5_1	67.3413144235279	55.0	146.1696298133834	9.090909090909092	34212447.0
B_3_5_2	69.23806802356626	55.0	146.64880164812533	9.090909090909092	34212447.0
B_3_6_1	68.85867155854191	55.0	146.21126074625843	9.090909090909092	41423720.0
B_3_6_2	70.6539931249873	55.0	146.25550860714586	9.090909090909092	41423720.0
B_3_8_1	69.58563963882736	55.0	146.62846699966707	9.090909090909092	38701655.0
B_3_8_2	70.49681983197854	55.0	145.96364026292932	9.090909090909092	38701655.0
B_3_9_1	71.66420900380893	55.0	146.60420367116444	9.090909090909092	35191668.0
B_3_9_2	72.47231553737944	56.0	146.4496675463067	9.090909090909092	35191668.0
re_B_1_34_1	64.61854586077035	55.0	145.9595304501097	9.090909090909092	25192126.0
re_B_1_34_2	66.15991119591138	56.0	146.80120582121572	9.090909090909092	25192126.0
