Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
B_3_5_1	B_3_5_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35266084.0	0.0	150.0	55.0	31.875058835618848	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_5_2	B_3_5_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35266084.0	0.0	150.0	55.0	30.831153536921875	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_6_1	B_3_6_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42886169.0	0.0	150.0	55.0	30.330614362527598	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_6_2	B_3_6_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42886169.0	0.0	150.0	55.0	29.453211550206547	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_8_1	B_3_8_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40123907.0	0.0	150.0	55.0	29.605608549873658	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_8_2	B_3_8_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40123907.0	0.0	150.0	55.0	29.36120869049819	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_9_1	B_3_9_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36363112.0	0.0	150.0	55.0	27.463266272263525	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
B_3_9_2	B_3_9_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36363112.0	0.0	150.0	56.0	27.342692895398034	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
re_B_1_34_1	re_B_1_34_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26123065.0	0.0	150.0	56.0	34.24262558948756	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	pass	pass
re_B_1_34_2	re_B_1_34_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26123065.0	0.0	150.0	56.0	33.63311683640477	150.0	pass	pass	pass	pass	warn	warn	pass	pass	fail	warn	pass
